
haarautua,,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
haarikka,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
haastaa,,160,0,2,0,5,16,9,0,8,1,8,5,4,4,75,22,1
haastattaa,,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
haastella,,220,0,0,0,12,9,6,0,22,1,18,2,13,5,89,42,1
haava,,18,0,0,0,1,0,0,0,0,0,3,1,3,0,10,0,0
haavais,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
haavas,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
haaveilla,,13,0,0,0,0,0,0,0,2,0,1,0,0,1,7,2,0
haaveksia,,5,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0
haavoittaa,,21,0,0,0,0,0,2,0,0,0,3,0,1,0,9,6,0
haavoittua,,18,0,0,0,3,0,0,0,1,1,1,0,6,0,6,0,0
haeskella,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
haettaa,,5,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0
hahattaa,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
haihduttaa,,11,0,0,1,0,0,0,0,1,0,2,0,0,0,7,0,0
haihtua,,103,0,5,0,1,0,0,0,7,0,9,6,4,3,64,4,0
haikailla,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
hairahtua,,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
haiskahtaa,,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
haista,,15,0,2,0,0,2,0,0,2,0,0,0,1,0,7,1,0
haistaa,,7,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0
haistella,,7,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0
haitata,,24,0,0,0,0,0,0,0,1,0,0,0,0,0,12,11,0
hajaantua,,17,0,0,0,0,1,0,0,1,0,0,6,0,0,8,1,0
hajahtaa,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
hajoittaa,,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0
hajota,,50,0,2,0,2,1,1,0,1,1,4,3,4,0,25,5,1
hajottaa,,27,0,0,1,0,2,0,0,0,0,6,0,0,0,16,2,0
hakata,,66,0,0,2,4,1,1,0,0,1,7,7,2,0,18,20,3
hakea,,181,1,5,1,4,5,3,0,12,1,23,10,5,0,60,47,4
hakkailla,,6,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0
halailla,,6,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0
halajaa,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
halata,,67,0,2,0,0,0,13,0,0,0,2,9,0,2,24,14,1
haleta,,9,0,0,0,0,0,0,0,5,0,0,0,2,0,2,0,0
haljeta,,20,0,0,0,0,0,1,0,0,2,1,3,0,2,11,0,0
halkaista,,24,0,0,0,2,0,1,0,0,0,5,0,1,1,14,0,0
halkasenpa,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
halkeilla,,8,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,1
halki,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
halkoa,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
hallita,,152,1,1,1,11,1,2,0,1,2,10,4,8,0,62,48,0
halu#tyˆ,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
haluta,,300,1,0,0,9,1,100,0,5,2,3,14,3,0,97,60,5
haluttaa,,46,0,0,0,0,1,23,0,0,0,1,0,1,0,2,17,1
halveksia,,50,0,0,0,2,0,1,0,3,0,5,0,3,0,17,19,0
halveksua,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
halventaa,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
halventua,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hammastaa,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
hampsia,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
hangata,,8,0,0,0,1,0,1,0,0,0,0,0,1,0,2,3,0
hankkia,,98,0,1,0,1,22,0,0,1,1,15,1,1,0,30,25,0
hankkiutua,,7,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0
haparoida,,6,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0
hapata,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
hapattaa,,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
hapuilla,,39,1,1,0,0,0,1,0,0,2,1,1,2,3,14,13,0
harakka,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
harakkata,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
harata,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0
harhailla,,52,0,0,0,5,1,0,0,3,2,6,0,5,1,23,6,0
harhauttaa,,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
harjata,,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0
harjoitella,,22,0,0,0,1,0,0,0,1,0,1,1,1,0,6,11,0
harjoittaa,,23,0,0,0,0,0,0,0,0,0,0,1,3,2,6,11,0
harjota,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
harjottaa,,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0
harkita,,17,0,0,0,0,0,1,0,0,0,3,0,0,0,5,4,4
harmaantua,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
harmeta,,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
harmistua,,13,0,0,0,0,3,0,0,2,0,0,1,0,0,7,0,0
harmitella,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
harmittaa,,54,0,0,0,0,0,2,0,0,0,2,0,0,0,18,32,0
harpata,,12,0,0,0,0,1,0,0,0,0,3,0,1,3,3,1,0
harppailla,,10,0,0,0,0,0,0,0,0,1,2,0,0,1,4,2,0
harrastaa,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
harrastella,,6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1
hartia,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
harventaa,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
harventua,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
harveta,,6,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0
hassutella,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
haudata,,98,0,0,3,3,0,6,0,1,3,14,17,4,0,33,14,0
haudella,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
haukahtaa,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
haukata,,10,0,0,0,0,0,0,0,1,0,0,0,1,0,5,3,0
haukkoa,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
haukkua,,87,1,1,0,4,0,1,0,2,2,4,1,4,1,40,17,9
haukotella,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1
haukotuttaa,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
hauskuttaa,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hauta,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hautaantua,,9,0,0,0,1,0,1,0,0,2,0,2,0,0,3,0,0
hautautua,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hautoa,,41,0,0,0,0,1,2,0,0,0,2,1,4,0,12,19,0
hautua,,13,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0
havahduttaa,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
havahtua,,27,0,0,0,1,0,0,0,2,0,2,0,0,0,21,0,1
havaita,,89,0,1,2,4,0,0,1,6,2,18,1,7,0,37,8,2
havista,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hedelmˆitt‰‰,,4,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0
hehkua,,168,0,0,0,4,3,1,0,12,6,17,6,10,1,90,18,0
hehkuttaa,,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
heijastaa,,35,0,0,0,0,0,0,0,1,1,2,1,1,0,19,8,2
heijastella,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
heijastua,,36,0,0,0,0,0,0,0,4,0,1,8,3,0,20,0,0
heijata,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
heiket‰,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
heikontua,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
heilahdella,,8,0,1,0,2,1,0,0,0,0,0,0,0,0,4,0,0
heilahtaa,,19,0,0,0,0,7,0,0,0,1,0,0,1,0,10,0,0
heilautella,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
heilauttaa,,25,0,0,1,0,0,0,0,0,0,1,1,2,0,6,13,1
heilimˆid‰,,7,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0
heilua,,52,0,0,0,7,0,0,0,1,6,2,2,6,0,27,1,0
heilutella,,28,0,0,0,1,1,0,0,0,0,2,1,1,1,6,15,0
heiluttaa,,40,0,0,0,0,1,1,0,1,1,0,0,5,2,10,19,0
Heisaa,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
heitell‰,,31,0,0,0,4,2,0,0,0,0,1,3,1,0,8,12,0
heitty‰,,28,0,0,0,0,2,0,0,0,2,6,6,2,0,10,0,0
heitt‰yty‰,,157,1,1,0,1,29,2,0,2,6,10,28,2,6,48,16,5
heitt‰‰,,616,4,3,8,9,42,7,0,15,0,166,84,12,5,208,43,10
